name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Mike Conley","Memphis Grizzlies",2016-10-26,2016,3195,1610612763,400899386,1,2,26,1,"Floating Jump shot","2PT Field Goal",11,"Minnesota Timberwolves",117,8,0,0.00,,0.00,0.00
"Rudy Gobert","Utah Jazz",2016-10-25,2016,3032976,1610612762,400899376,4,0,14,0,"Floating Jump shot","2PT Field Goal",3,"Portland Trail Blazers",12,31,0,0.00,,0.00,0.00
"Marcelo Huertas","Los Angeles Lakers",2016-10-28,2016,2968363,1610612747,400899458,3,4,28,1,"Floating Jump shot","2PT Field Goal",7,"Utah Jazz",-55,56,0,0.00,,0.00,0.00
"Victor Oladipo","Oklahoma City Thunder",2016-10-30,2016,2527963,1610612760,400899490,3,0,54,0,"Floating Jump shot","2PT Field Goal",3,"Los Angeles Lakers",9,36,0,0.00,,0.00,0.00
"DeMar DeRozan","Toronto Raptors",2016-10-31,2016,3978,1610612761,400899492,3,3,01,1,"Floating Jump shot","2PT Field Goal",15,"Denver Nuggets",9,154,0,0.00,,0.00,0.00
"Leandro Barbosa","Phoenix Suns",2016-10-30,2016,2166,1610612756,400899486,3,0,00,0,"Floating Jump shot","2PT Field Goal",6,"Golden State Warriors",69,11,0,0.00,,0.00,0.00
"Harrison Barnes","Dallas Mavericks",2016-10-30,2016,6578,1610612742,400899491,2,2,02,0,"Floating Jump shot","2PT Field Goal",8,"Houston Rockets",10,80,0,0.00,,0.00,0.00
"Derrick Rose","New York Knicks",2016-10-29,2016,3456,1610612752,400899478,4,5,26,1,"Floating Jump shot","2PT Field Goal",4,"Memphis Grizzlies",17,47,0,0.00,,0.00,0.00
"Michael Beasley","Milwaukee Bucks",2016-10-29,2016,3418,1610612749,400899481,4,10,25,1,"Floating Jump shot","2PT Field Goal",4,"Brooklyn Nets",17,41,0,0.00,,0.00,0.00
"Dewayne Dedmon","San Antonio Spurs",2016-10-27,2016,2580913,1610612759,400899424,1,0,30,1,"Floating Jump shot","2PT Field Goal",7,"Sacramento Kings",10,72,0,0.00,,0.00,0.00
"Marco Belinelli","Charlotte Hornets",2016-10-26,2016,3190,1610612766,400899384,3,0,54,1,"Floating Jump shot","2PT Field Goal",15,"Milwaukee Bucks",135,67,0,0.00,,0.00,0.00
"Jamal Crawford","LA Clippers",2016-10-30,2016,165,1610612746,400899485,3,2,53,1,"Floating Jump shot","2PT Field Goal",14,"Utah Jazz",132,62,0,0.00,,0.00,0.00
"DAngelo Russell","Los Angeles Lakers",2016-10-28,2016,3136776,1610612747,400899458,4,5,40,0,"Floating Jump shot","2PT Field Goal",10,"Utah Jazz",109,11,0,0.00,,0.00,0.00
"Jamal Crawford","LA Clippers",2016-10-27,2016,165,1610612746,400899426,2,9,13,0,"Floating Jump shot","2PT Field Goal",5,"Portland Trail Blazers",55,16,0,0.00,,0.00,0.00
"Shelvin Mack","Utah Jazz",2016-10-30,2016,6454,1610612762,400899485,4,5,42,1,"Floating Jump shot","2PT Field Goal",9,"Los Angeles Clippers",60,70,0,0.00,,0.00,0.00
"George Hill","Utah Jazz",2016-10-25,2016,3438,1610612762,400899376,3,9,50,1,"Floating Jump shot","2PT Field Goal",11,"Portland Trail Blazers",-48,106,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2016-10-30,2016,2528426,1610612747,400899490,3,1,42,1,"Floating Jump shot","2PT Field Goal",3,"Oklahoma City Thunder",4,38,0,0.00,,0.00,0.00
"Sean Kilpatrick","Brooklyn Nets",2016-10-31,2016,2488689,1610612751,400899493,2,3,22,0,"Floating Jump shot","2PT Field Goal",5,"Chicago Bulls",-43,41,0,0.00,,0.00,0.00
"Will Barton","Denver Nuggets",2016-10-29,2016,6579,1610612743,400899483,3,2,23,1,"Floating Jump shot","2PT Field Goal",6,"Portland Trail Blazers",-68,2,0,0.00,,0.00,0.00
"Taj Gibson","Chicago Bulls",2016-10-27,2016,3986,1610612741,400899422,3,4,12,1,"Floating Jump shot","2PT Field Goal",5,"Boston Celtics",0,56,0,0.00,,0.00,0.00
"Nikola Vucevic","Orlando Magic",2016-10-28,2016,6478,1610612753,400899454,1,2,51,1,"Floating Jump shot","2PT Field Goal",8,"Detroit Pistons",-52,67,0,0.00,,0.00,0.00
"Serge Ibaka","Orlando Magic",2016-10-26,2016,3439,1610612753,400899378,1,9,56,0,"Floating Jump shot","2PT Field Goal",14,"Miami Heat",79,121,0,0.00,,0.00,0.00
"Mindaugas Kuzminskas","New York Knicks",2016-10-25,2016,3138120,1610612752,400899375,4,4,20,1,"Floating Jump shot","2PT Field Goal",11,"Cleveland Cavaliers",-114,33,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2016-10-29,2016,6606,1610612757,400899483,5,0,00,1,"Floating Jump shot","2PT Field Goal",6,"Denver Nuggets",-61,31,0,0.00,,0.00,0.00
"TJ Warren","Phoenix Suns",2016-10-31,2016,2982334,1610612756,400899495,3,10,14,0,"Floating Jump shot","2PT Field Goal",9,"Los Angeles Clippers",46,82,0,0.00,,0.00,0.00
"Anthony Davis","New Orleans Pelicans",2016-10-28,2016,6583,1610612740,400899459,1,9,08,1,"Floating Jump shot","2PT Field Goal",11,"Golden State Warriors",-4,110,0,0.00,,0.00,0.00
"Sergio Rodriguez","Philadelphia 76ers",2016-10-29,2016,3025,1610612755,400899476,4,3,57,0,"Floating Jump shot","2PT Field Goal",10,"Atlanta Hawks",-17,100,0,0.00,,0.00,0.00
"Isaiah Whitehead","Brooklyn Nets",2016-10-31,2016,3136477,1610612751,400899493,1,2,48,0,"Floating Jump shot","2PT Field Goal",6,"Chicago Bulls",-53,41,0,0.00,,0.00,0.00
"Matthew Dellavedova","Milwaukee Bucks",2016-10-29,2016,2489716,1610612749,400899481,1,11,06,1,"Floating Jump shot","2PT Field Goal",10,"Brooklyn Nets",99,31,0,0.00,,0.00,0.00
"Wilson Chandler","Denver Nuggets",2016-10-29,2016,3194,1610612743,400899483,4,10,59,0,"Floating Jump shot","2PT Field Goal",15,"Portland Trail Blazers",-120,105,0,0.00,,0.00,0.00
"Goran Dragic","Miami Heat",2016-10-26,2016,3423,1610612748,400899378,1,2,57,0,"Floating Jump shot","2PT Field Goal",6,"Orlando Magic",24,61,0,0.00,,0.00,0.00
"Ramon Sessions","Charlotte Hornets",2016-10-28,2016,3231,1610612766,400899456,2,9,18,0,"Floating Jump shot","2PT Field Goal",8,"Miami Heat",87,2,0,0.00,,0.00,0.00
"Jeff Teague","Indiana Pacers",2016-10-28,2016,4015,1610612754,400899452,3,10,35,1,"Floating Jump shot","2PT Field Goal",9,"Brooklyn Nets",-84,36,0,0.00,,0.00,0.00
"Mike Conley","Memphis Grizzlies",2016-10-30,2016,3195,1610612763,400899489,2,7,30,0,"Floating Jump shot","2PT Field Goal",4,"Washington Wizards",1,46,0,0.00,,0.00,0.00
"Brandon Knight","Phoenix Suns",2016-10-31,2016,6448,1610612756,400899495,3,5,54,1,"Floating Jump shot","2PT Field Goal",8,"Los Angeles Clippers",-1,85,0,0.00,,0.00,0.00
"Jeff Teague","Indiana Pacers",2016-10-26,2016,4015,1610612754,400899379,2,4,44,0,"Floating Jump shot","2PT Field Goal",6,"Dallas Mavericks",-16,67,0,0.00,,0.00,0.00
"Doug McDermott","Chicago Bulls",2016-10-27,2016,2528588,1610612741,400899422,4,6,15,0,"Floating Jump shot","2PT Field Goal",6,"Boston Celtics",-7,61,0,0.00,,0.00,0.00
"Giannis Antetokounmpo","Milwaukee Bucks",2016-10-29,2016,3032977,1610612749,400899481,4,2,43,0,"Floating Jump shot","2PT Field Goal",10,"Brooklyn Nets",-84,70,0,0.00,,0.00,0.00
"Mike Muscala","Atlanta Hawks",2016-10-27,2016,2490089,1610612737,400899420,3,4,35,0,"Floating Jump shot","2PT Field Goal",8,"Washington Wizards",15,85,0,0.00,,0.00,0.00
"Aaron Gordon","Orlando Magic",2016-10-26,2016,3064290,1610612753,400899378,1,8,16,0,"Floating Jump shot","2PT Field Goal",5,"Miami Heat",-43,31,0,0.00,,0.00,0.00
"Devin Booker","Phoenix Suns",2016-10-28,2016,3136193,1610612756,400899455,2,2,46,0,"Floating Jump shot","2PT Field Goal",4,"Oklahoma City Thunder",17,41,0,0.00,,0.00,0.00
"Tim Hardaway Jr","Atlanta Hawks",2016-10-27,2016,2528210,1610612737,400899420,4,6,23,1,"Floating Jump shot","2PT Field Goal",10,"Washington Wizards",17,105,0,0.00,,0.00,0.00
"Matthew Dellavedova","Milwaukee Bucks",2016-10-29,2016,2489716,1610612749,400899481,3,8,55,1,"Floating Jump shot","2PT Field Goal",6,"Brooklyn Nets",-63,2,0,0.00,,0.00,0.00
"CJ McCollum","Portland Trail Blazers",2016-10-29,2016,2490149,1610612757,400899483,1,10,31,1,"Floating Jump shot","2PT Field Goal",12,"Denver Nuggets",68,106,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2016-10-27,2016,6606,1610612757,400899426,4,6,10,0,"Floating Jump shot","2PT Field Goal",14,"Los Angeles Clippers",-29,146,0,0.00,,0.00,0.00
"Eric Gordon","Houston Rockets",2016-10-30,2016,3431,1610612745,400899491,4,5,25,0,"Floating Jump shot","2PT Field Goal",8,"Dallas Mavericks",55,65,0,0.00,,0.00,0.00
"Rodney Stuckey","Indiana Pacers",2016-10-28,2016,3235,1610612754,400899452,1,4,48,0,"Floating Jump shot","2PT Field Goal",4,"Brooklyn Nets",9,46,0,0.00,,0.00,0.00
"Allen Crabbe","Portland Trail Blazers",2016-10-29,2016,2531210,1610612757,400899483,4,9,33,1,"Floating Jump shot","2PT Field Goal",13,"Denver Nuggets",-48,121,0,0.00,,0.00,0.00
"TJ Warren","Phoenix Suns",2016-10-28,2016,2982334,1610612756,400899455,2,6,27,1,"Floating Jump shot","2PT Field Goal",3,"Oklahoma City Thunder",24,31,0,0.00,,0.00,0.00
"TJ McConnell","Philadelphia 76ers",2016-10-29,2016,2530530,1610612755,400899476,1,2,06,1,"Floating Jump shot","2PT Field Goal",2,"Atlanta Hawks",10,23,0,0.00,,0.00,0.00
"Cody Zeller","Charlotte Hornets",2016-10-29,2016,2579258,1610612766,400899477,4,5,40,1,"Floating Jump shot","2PT Field Goal",4,"Boston Celtics",12,46,0,0.00,,0.00,0.00
"Jeff Teague","Indiana Pacers",2016-10-28,2016,4015,1610612754,400899452,2,9,24,1,"Floating Jump shot","2PT Field Goal",13,"Brooklyn Nets",117,61,0,0.00,,0.00,0.00
"Jeff Teague","Indiana Pacers",2016-10-29,2016,4015,1610612754,400899480,2,1,04,0,"Floating Jump shot","2PT Field Goal",7,"Chicago Bulls",38,62,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2016-10-26,2016,,1610612747,400899415,4,7,27,0,"Floating Jump shot","2PT Field Goal",6,"Houston Rockets",-52,36,0,0.00,,0.00,0.00
"Devin Booker","Phoenix Suns",2016-10-26,2016,3136193,1610612756,400899412,1,7,42,1,"Floating Jump shot","2PT Field Goal",8,"Sacramento Kings",-66,51,0,0.00,,0.00,0.00
"Elfrid Payton","Orlando Magic",2016-10-28,2016,2583639,1610612753,400899454,1,10,21,1,"Floating Jump shot","2PT Field Goal",7,"Detroit Pistons",-68,31,0,0.00,,0.00,0.00
"Bojan Bogdanovic","Brooklyn Nets",2016-10-29,2016,3593,1610612751,400899481,2,11,33,1,"Floating Jump shot","2PT Field Goal",10,"Milwaukee Bucks",-99,41,0,0.00,,0.00,0.00
"Kyle Lowry","Toronto Raptors",2016-10-31,2016,3012,1610612761,400899492,1,5,02,0,"Floating Jump shot","2PT Field Goal",19,"Denver Nuggets",-129,141,0,0.00,,0.00,0.00
"Manu Ginobili","San Antonio Spurs",2016-10-30,2016,272,1610612759,400899487,2,3,42,0,"Floating Jump shot","2PT Field Goal",6,"Miami Heat",-32,51,0,0.00,,0.00,0.00
"Trey Lyles","Utah Jazz",2016-10-30,2016,3136196,1610612762,400899485,3,2,35,0,"Floating Jump shot","2PT Field Goal",9,"Los Angeles Clippers",-7,90,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2016-10-30,2016,2528426,1610612747,400899490,1,1,48,0,"Floating Jump shot","2PT Field Goal",7,"Oklahoma City Thunder",63,38,0,0.00,,0.00,0.00
"Tony Parker","San Antonio Spurs",2016-10-30,2016,1015,1610612759,400899487,1,6,44,0,"Floating Jump shot","2PT Field Goal",10,"Miami Heat",46,95,0,0.00,,0.00,0.00
"Andrew Nicholson","Washington Wizards",2016-10-27,2016,6614,1610612764,400899420,2,7,45,1,"Floating Jump shot","2PT Field Goal",3,"Atlanta Hawks",-12,38,0,0.00,,0.00,0.00
"Wilson Chandler","Denver Nuggets",2016-10-29,2016,3194,1610612743,400899483,2,7,52,1,"Floating Jump shot","2PT Field Goal",11,"Portland Trail Blazers",1,116,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-10-30,2016,3975,1610612744,400899486,1,8,55,1,"Floating Jump shot","2PT Field Goal",7,"Phoenix Suns",58,47,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2016-10-30,2016,,1610612747,400899490,4,9,47,0,"Floating Jump shot","2PT Field Goal",9,"Oklahoma City Thunder",1,95,0,0.00,,0.00,0.00
"Anthony Morrow","Oklahoma City Thunder",2016-10-30,2016,3474,1610612760,400899490,2,6,13,1,"Floating Jump shot","2PT Field Goal",4,"Los Angeles Lakers",15,41,0,0.00,,0.00,0.00
"Will Barton","Denver Nuggets",2016-10-29,2016,6579,1610612743,400899483,3,11,40,0,"Floating Jump shot","2PT Field Goal",12,"Portland Trail Blazers",-124,3,0,0.00,,0.00,0.00
"David Lee","San Antonio Spurs",2016-10-25,2016,2772,1610612759,400899377,2,11,20,0,"Floating Jump shot","2PT Field Goal",9,"Golden State Warriors",-30,92,0,0.00,,0.00,0.00
"Mason Plumlee","Portland Trail Blazers",2016-10-29,2016,2488653,1610612757,400899483,1,11,42,1,"Floating Jump shot","2PT Field Goal",9,"Denver Nuggets",15,95,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2016-10-28,2016,,1610612747,400899458,4,2,04,0,"Floating Jump shot","2PT Field Goal",10,"Utah Jazz",64,82,0,0.00,,0.00,0.00
"Kemba Walker","Charlotte Hornets",2016-10-28,2016,6479,1610612766,400899456,1,2,54,0,"Floating Jump shot","2PT Field Goal",11,"Miami Heat",9,110,0,0.00,,0.00,0.00
"Draymond Green","Golden State Warriors",2016-10-25,2016,6589,1610612744,400899377,2,7,22,0,"Floating Jump shot","2PT Field Goal",6,"San Antonio Spurs",-1,61,0,0.00,,0.00,0.00
"Justise Winslow","Miami Heat",2016-10-26,2016,3135047,1610612748,400899378,2,10,02,1,"Floating Jump shot","2PT Field Goal",4,"Orlando Magic",-9,47,0,0.00,,0.00,0.00
"Damian Lillard","Portland Trail Blazers",2016-10-29,2016,6606,1610612757,400899483,2,3,40,1,"Floating Jump shot","2PT Field Goal",14,"Denver Nuggets",-1,144,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2016-10-28,2016,,1610612747,400899458,3,2,46,0,"Floating Jump shot","2PT Field Goal",14,"Utah Jazz",127,75,0,0.00,,0.00,0.00
"Brook Lopez","Brooklyn Nets",2016-10-28,2016,3448,1610612751,400899452,1,11,25,1,"Floating Jump shot","2PT Field Goal",7,"Indiana Pacers",37,65,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2016-10-30,2016,3913176,1610612747,400899490,3,2,39,0,"Floating Jump shot","2PT Field Goal",5,"Oklahoma City Thunder",4,51,0,0.00,,0.00,0.00
"Eric Gordon","Houston Rockets",2016-10-30,2016,3431,1610612745,400899491,3,5,47,1,"Floating Jump shot","2PT Field Goal",7,"Dallas Mavericks",12,75,0,0.00,,0.00,0.00
"Anthony Tolliver","Sacramento Kings",2016-10-26,2016,3276,1610612758,400899412,2,11,20,1,"Floating Jump shot","2PT Field Goal",5,"Phoenix Suns",24,51,0,0.00,,0.00,0.00
"Rodney Hood","Utah Jazz",2016-10-30,2016,2581177,1610612762,400899485,2,4,35,0,"Floating Jump shot","2PT Field Goal",9,"Los Angeles Clippers",-55,75,0,0.00,,0.00,0.00
"Rodney Stuckey","Indiana Pacers",2016-10-26,2016,3235,1610612754,400899379,2,1,19,0,"Floating Jump shot","2PT Field Goal",5,"Dallas Mavericks",10,51,0,0.00,,0.00,0.00
"Dewayne Dedmon","San Antonio Spurs",2016-10-30,2016,2580913,1610612759,400899487,3,0,34,1,"Hook Bank Shot","2PT Field Goal",4,"Miami Heat",-7,41,0,0.00,,0.00,0.00
"Dwight Howard","Atlanta Hawks",2016-10-31,2016,2384,1610612737,400899494,1,10,39,1,"Hook Bank Shot","2PT Field Goal",6,"Sacramento Kings",63,26,0,0.00,,0.00,0.00
"Kosta Koufos","Sacramento Kings",2016-10-31,2016,3444,1610612758,400899494,1,9,19,0,"Hook Bank Shot","2PT Field Goal",8,"Atlanta Hawks",74,33,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-10-30,2016,4262,1610612748,400899487,2,2,11,1,"Hook Bank Shot","2PT Field Goal",4,"San Antonio Spurs",33,28,0,0.00,,0.00,0.00
"Jusuf Nurkic","Denver Nuggets",2016-10-31,2016,3102530,1610612743,400899492,1,10,46,0,"Hook Bank Shot","2PT Field Goal",2,"Toronto Raptors",10,28,0,0.00,,0.00,0.00
"Trevor Booker","Brooklyn Nets",2016-10-31,2016,4270,1610612751,400899493,3,9,14,1,"Hook Bank Shot","2PT Field Goal",5,"Chicago Bulls",48,18,0,0.00,,0.00,0.00
"Steven Adams","Oklahoma City Thunder",2016-10-26,2016,2991235,1610612760,400899389,2,3,36,1,"Hook Shot","2PT Field Goal",3,"Philadelphia 76ers",-17,31,0,0.00,,0.00,0.00
"Nikola Vucevic","Orlando Magic",2016-10-28,2016,6478,1610612753,400899454,1,2,22,0,"Hook Shot","2PT Field Goal",1,"Detroit Pistons",6,14,0,0.00,,0.00,0.00
"Brook Lopez","Brooklyn Nets",2016-10-31,2016,3448,1610612751,400899493,1,9,11,0,"Hook Shot","2PT Field Goal",7,"Chicago Bulls",-58,41,0,0.00,,0.00,0.00
"Dante Exum","Utah Jazz",2016-10-25,2016,3102528,1610612762,400899376,4,11,04,0,"Hook Shot","2PT Field Goal",2,"Portland Trail Blazers",20,16,0,0.00,,0.00,0.00
"Alex Len","Phoenix Suns",2016-10-26,2016,2596107,1610612756,400899412,4,10,06,0,"Hook Shot","2PT Field Goal",7,"Sacramento Kings",-4,77,0,0.00,,0.00,0.00
"Kosta Koufos","Sacramento Kings",2016-10-27,2016,3444,1610612758,400899424,1,5,39,1,"Hook Shot","2PT Field Goal",5,"San Antonio Spurs",1,57,0,0.00,,0.00,0.00
"Tyson Chandler","Phoenix Suns",2016-10-30,2016,984,1610612756,400899486,4,5,42,0,"Hook Shot","2PT Field Goal",4,"Golden State Warriors",32,36,0,0.00,,0.00,0.00
"Dario Saric","Philadelphia 76ers",2016-10-29,2016,3032978,1610612755,400899476,1,7,32,0,"Hook Shot","2PT Field Goal",1,"Atlanta Hawks",0,11,0,0.00,,0.00,0.00
"Nikola Vucevic","Orlando Magic",2016-10-26,2016,6478,1610612753,400899378,3,3,56,1,"Hook Shot","2PT Field Goal",4,"Miami Heat",-30,36,0,0.00,,0.00,0.00
"Nikola Jokic","Denver Nuggets",2016-10-26,2016,3112335,1610612743,400899388,1,7,28,1,"Hook Shot","2PT Field Goal",9,"New Orleans Pelicans",-84,33,0,0.00,,0.00,0.00
"Evan Fournier","Orlando Magic",2016-10-26,2016,6588,1610612753,400899378,1,4,19,0,"Hook Shot","2PT Field Goal",8,"Miami Heat",60,57,0,0.00,,0.00,0.00
"Aaron Gordon","Orlando Magic",2016-10-28,2016,3064290,1610612753,400899454,4,8,33,1,"Hook Shot","2PT Field Goal",8,"Detroit Pistons",-81,7,0,0.00,,0.00,0.00
"Justin Hamilton","Brooklyn Nets",2016-10-31,2016,6590,1610612751,400899493,1,5,36,0,"Hook Shot","2PT Field Goal",7,"Chicago Bulls",78,-1,0,0.00,,0.00,0.00
"John Henson","Milwaukee Bucks",2016-10-29,2016,6592,1610612749,400899481,4,11,13,1,"Hook Shot","2PT Field Goal",3,"Brooklyn Nets",-12,38,0,0.00,,0.00,0.00
"Eric Bledsoe","Phoenix Suns",2016-10-31,2016,4238,1610612756,400899495,2,6,25,1,"Hook Shot","2PT Field Goal",9,"Los Angeles Clippers",-45,82,0,0.00,,0.00,0.00
"Nikola Vucevic","Orlando Magic",2016-10-28,2016,6478,1610612753,400899454,3,6,10,0,"Hook Shot","2PT Field Goal",6,"Detroit Pistons",60,31,0,0.00,,0.00,0.00
"Cole Aldrich","Minnesota Timberwolves",2016-10-26,2016,4267,1610612750,400899386,3,4,31,1,"Hook Shot","2PT Field Goal",7,"Memphis Grizzlies",-76,13,0,0.00,,0.00,0.00
"Greg Monroe","Milwaukee Bucks",2016-10-26,2016,4260,1610612749,400899384,4,7,17,1,"Hook Shot","2PT Field Goal",5,"Charlotte Hornets",-50,2,0,0.00,,0.00,0.00
"Andrew Bogut","Dallas Mavericks",2016-10-26,2016,2747,1610612742,400899379,1,9,34,0,"Hook Shot","2PT Field Goal",8,"Indiana Pacers",-88,16,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-10-30,2016,4262,1610612748,400899487,2,6,13,0,"Hook Shot","2PT Field Goal",6,"San Antonio Spurs",-16,61,0,0.00,,0.00,0.00
"John Henson","Milwaukee Bucks",2016-10-30,2016,6592,1610612749,400899488,4,6,38,0,"Hook Shot","2PT Field Goal",7,"Detroit Pistons",79,7,0,0.00,,0.00,0.00
"Jeff Green","Orlando Magic",2016-10-26,2016,3209,1610612753,400899378,2,4,54,1,"Hook Shot","2PT Field Goal",5,"Miami Heat",38,46,0,0.00,,0.00,0.00
"George Hill","Utah Jazz",2016-10-30,2016,3438,1610612762,400899485,1,7,49,0,"Hook Shot","2PT Field Goal",6,"Los Angeles Clippers",2,62,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2016-10-26,2016,6616,1610612749,400899384,3,9,41,0,"Hook Shot","2PT Field Goal",3,"Charlotte Hornets",20,26,0,0.00,,0.00,0.00
"Trevor Booker","Brooklyn Nets",2016-10-31,2016,4270,1610612751,400899493,2,9,02,0,"Hook Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"Willie Reed","Miami Heat",2016-10-26,2016,2326015,1610612748,400899378,1,0,54,1,"Hook Shot","2PT Field Goal",5,"Orlando Magic",30,46,0,0.00,,0.00,0.00
"Andrew Nicholson","Washington Wizards",2016-10-27,2016,6614,1610612764,400899420,2,9,12,0,"Hook Shot","2PT Field Goal",6,"Atlanta Hawks",-34,56,0,0.00,,0.00,0.00
"Terrence Jones","New Orleans Pelicans",2016-10-26,2016,6597,1610612740,400899388,4,11,15,0,"Hook Shot","2PT Field Goal",5,"Denver Nuggets",30,41,0,0.00,,0.00,0.00
"Gerald Henderson","Philadelphia 76ers",2016-10-29,2016,3993,1610612755,400899476,1,7,42,0,"Hook Shot","2PT Field Goal",8,"Atlanta Hawks",-86,21,0,0.00,,0.00,0.00
"Andrew Bogut","Dallas Mavericks",2016-10-26,2016,2747,1610612742,400899379,1,9,10,1,"Hook Shot","2PT Field Goal",6,"Indiana Pacers",-48,38,0,0.00,,0.00,0.00
"Jonathon Simmons","San Antonio Spurs",2016-10-29,2016,2579466,1610612759,400899482,2,9,34,0,"Hook Shot","2PT Field Goal",4,"New Orleans Pelicans",4,41,0,0.00,,0.00,0.00
"Spencer Hawes","Charlotte Hornets",2016-10-28,2016,3211,1610612766,400899456,2,8,47,1,"Hook Shot","2PT Field Goal",8,"Miami Heat",66,51,0,0.00,,0.00,0.00
"Tomas Satoransky","Washington Wizards",2016-10-27,2016,6621,1610612764,400899420,4,2,39,1,"Hook Shot","2PT Field Goal",6,"Atlanta Hawks",-2,62,0,0.00,,0.00,0.00
"Alex Len","Phoenix Suns",2016-10-26,2016,2596107,1610612756,400899412,1,4,21,0,"Hook Shot","2PT Field Goal",9,"Sacramento Kings",-6,90,0,0.00,,0.00,0.00
"Kenneth Faried","Denver Nuggets",2016-10-26,2016,6433,1610612743,400899388,4,11,38,1,"Hook Shot","2PT Field Goal",5,"New Orleans Pelicans",-29,46,0,0.00,,0.00,0.00
"Al Horford","Boston Celtics",2016-10-29,2016,3213,1610612738,400899477,3,4,05,0,"Hook Shot","2PT Field Goal",7,"Charlotte Hornets",12,72,0,0.00,,0.00,0.00
"Mason Plumlee","Portland Trail Blazers",2016-10-29,2016,2488653,1610612757,400899483,1,7,37,0,"Hook Shot","2PT Field Goal",7,"Denver Nuggets",37,65,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-10-28,2016,4262,1610612748,400899456,2,2,54,1,"Hook Shot","2PT Field Goal",6,"Charlotte Hornets",48,46,0,0.00,,0.00,0.00
"LaMarcus Aldridge","San Antonio Spurs",2016-10-27,2016,2983,1610612759,400899424,1,5,14,0,"Hook Shot","2PT Field Goal",6,"Sacramento Kings",-63,11,0,0.00,,0.00,0.00
"Jusuf Nurkic","Denver Nuggets",2016-10-26,2016,3102530,1610612743,400899388,2,11,28,1,"Hook Shot","2PT Field Goal",7,"New Orleans Pelicans",1,72,0,0.00,,0.00,0.00
"Kevin Seraphin","Indiana Pacers",2016-10-29,2016,4289,1610612754,400899480,2,7,01,0,"Hook Shot","2PT Field Goal",6,"Chicago Bulls",-7,62,0,0.00,,0.00,0.00
"Kosta Koufos","Sacramento Kings",2016-10-29,2016,3444,1610612758,400899484,1,9,47,1,"Hook Shot","2PT Field Goal",5,"Minnesota Timberwolves",-53,26,0,0.00,,0.00,0.00
"Serge Ibaka","Orlando Magic",2016-10-28,2016,3439,1610612753,400899454,3,9,02,0,"Hook Shot","2PT Field Goal",8,"Detroit Pistons",71,46,0,0.00,,0.00,0.00
"Kosta Koufos","Sacramento Kings",2016-10-26,2016,3444,1610612758,400899412,1,9,50,0,"Hook Shot","2PT Field Goal",8,"Phoenix Suns",63,56,0,0.00,,0.00,0.00
"Jusuf Nurkic","Denver Nuggets",2016-10-26,2016,3102530,1610612743,400899388,2,7,16,0,"Hook Shot","2PT Field Goal",9,"New Orleans Pelicans",81,43,0,0.00,,0.00,0.00
"Marcin Gortat","Washington Wizards",2016-10-27,2016,2758,1610612764,400899420,1,6,10,1,"Hook Shot","2PT Field Goal",5,"Atlanta Hawks",1,52,0,0.00,,0.00,0.00
"Rodney Hood","Utah Jazz",2016-10-30,2016,2581177,1610612762,400899485,3,9,08,0,"Hook Shot","2PT Field Goal",5,"Los Angeles Clippers",1,56,0,0.00,,0.00,0.00
"DeMarcus Cousins","Sacramento Kings",2016-10-29,2016,4258,1610612758,400899484,2,6,55,1,"Hook Shot","2PT Field Goal",5,"Minnesota Timberwolves",-9,56,0,0.00,,0.00,0.00
"Dante Exum","Utah Jazz",2016-10-30,2016,3102528,1610612762,400899485,2,7,18,0,"Hook Shot","2PT Field Goal",11,"Los Angeles Clippers",37,106,0,0.00,,0.00,0.00
"Spencer Hawes","Charlotte Hornets",2016-10-28,2016,3211,1610612766,400899456,4,10,08,1,"Hook Shot","2PT Field Goal",6,"Miami Heat",56,26,0,0.00,,0.00,0.00
"Andre Drummond","Detroit Pistons",2016-10-26,2016,6585,1610612765,400899382,2,1,43,0,"Hook Shot","2PT Field Goal",8,"Toronto Raptors",-73,51,0,0.00,,0.00,0.00
